321275256,932910
618878326,214294
321275254,688192
126560965,416422
126560963,416422
126560961,416422
551679946,1408763
551679940,1408763
126560969,416422
87129801,364170
536693114,988978
1052117752,36667
1020897989,1886964
321135608,1107026
618872898,988965
342774299,1536109
326320608,997547
374911604,993703
360039650,1097166
659142362,1513919
291275525,316035
560215462,1425550
291275527,316035
1051570302,1799778
618882730,1488909
292393684,735431
292393686,705652
430729950,1268777
380765499,1133224
430729954,1268777
430729958,1268778
316994148,930007
297718049,289301
111183126,48986
126562185,416482
835425628,763218
126562183,416482
29170780,82595
126562189,416482
397531540,1206053
397531544,1206053
397531546,1206053
529376401,1376065
312617710,56372
1053138800,113150
268628801,689273
70608758,59189
126562239,416483
83656875,361681
743142391,247299
126562235,416483
70608750,59189
1051580538,1888416
821678262,1646932
126562233,416483
614789512,1368523
529374805,1373008
614789515,1368523
908322378,942253
614789518,1368523
937606751,1694051
374899387,1142625
225308999,624232
117627215,58242
363902586,318685
363902584,318685
307096464,331332
225308990,624248
270048290,186067
294469601,744657
821658962,1646938
333470825,168631
432141882,1266495
432141886,1266495
432141884,1266495
91701801,379802
342733447,1105697
442586055,505326
432141888,1266496
284021590,705685
1051545420,82595
300196212,830524
686476603,1547389
396579191,1212379
299549005,253988
268370805,689471
532695369,238572
345029010,1065177
273462386,307046
268370803,689471
345034322,1504846
618865828,1488893
656998256,1127301
299549003,253989
126561763,416467
656998258,1499381
974992764,1763946
319739845,913126
319739847,913126
319739849,913126
303431754,49202
303431756,49202
529394559,1374539
127951379,194544
303431758,49202
268630325,572747
268630327,572747
571032123,1442283
345034324,1504846
268630329,572747
1044637498,190331
342734149,1106004
156481065,213953
268372018,687002
156481067,213953
156481061,213953
411165125,1252769
300228183,830159
943429220,202215
268372016,690165
743140807,467373
765098610,297952
478433072,51655
478433070,51655
478433074,51655
461684761,1304386
338797041,909829
345034326,1504846
320516499,1333389
461684766,1304386
320516497,1333389
320516493,1333389
908321052,81692
383088030,1163345
383088032,1163345
345030344,1061350
383088034,1163345
383088036,1163346
757174253,1615807
157168722,267113
1044637722,987424
374884813,741496
310803684,1105981
321134732,1105534
326397657,942271
462650408,81419
462650406,81419
331206399,336648
529158733,1368477
563407990,1423251
462650400,81419
75756208,58244
301042740,1333108
301042744,1212940
75756200,58244
75756202,58244
307641678,753312
75756204,58244
75756206,58244
341864759,59151
835426624,1657096
618864016,989065
341864755,59160
618864018,688381
341864751,59160
341864753,59160
618866834,56392
529396957,1371845
319912175,944998
529396955,1371786
414148220,323457
414148222,323457
126562957,416427
606239788,1267226
564814446,928250
564814444,928250
292388704,695849
673921942,9606
292388706,695849
310949688,989731
292388700,695849
292388702,695849
326399491,942339
409178545,1242030
409178547,1242030
409178541,1242030
1044886895,988060
409178543,1242030
374970223,717165
594614259,880984
432177572,1210371
42601675,103846
42601677,103846
42601671,103846
42601673,103846
379758551,1110817
320556999,1555468
288952432,325934
42601679,103846
